landuse,name,geometry,city
industrial,Cargill Grain Terminal,"POLYGON ((-123.061649 49.306201, -123.059124 49.306419, -123.056266 49.306927, -123.052514 49.3076, -123.052088 49.30772, -123.050671 49.307828, -123.050636 49.307769, -123.050891 49.307711, -123.051004 49.307673, -123.051491 49.307513, -123.052055 49.307328, -123.053874 49.306603, -123.054204 49.306315, -123.054492 49.306266, -123.055651 49.306069, -123.055665 49.306102, -123.05667 49.305964, -123.056706 49.306072, -123.056837 49.306085, -123.057567 49.305951, -123.058561 49.305841, -123.05901 49.305809, -123.059157 49.305782, -123.060704 49.305577, -123.060759 49.305543, -123.061242 49.30549, -123.061338 49.305448, -123.061649 49.306201))","City of North Vancouver, British Columbia, Canada"
industrial,Richardson,"POLYGON ((-123.061649 49.306201, -123.061338 49.305448, -123.061761 49.30541, -123.062122 49.305225, -123.06227 49.305198, -123.062404 49.305189, -123.064523 49.305065, -123.064756 49.304894, -123.064763 49.30482, -123.06717 49.304665, -123.067221 49.304708, -123.06723 49.304901, -123.067388 49.304962, -123.067898 49.30492, -123.068831 49.304895, -123.069106 49.304846, -123.069464 49.304839, -123.069685 49.304812, -123.070546 49.304865, -123.070721 49.305199, -123.070762 49.305653, -123.06958 49.305701, -123.06852 49.305601, -123.067877 49.305475, -123.067201 49.30541, -123.06677 49.305394, -123.066183 49.305432, -123.063572 49.305793, -123.061649 49.306201))","City of North Vancouver, British Columbia, Canada"
industrial,G3 Terminal,"MULTIPOLYGON (((-123.044123 49.301025, -123.044162 49.301015, -123.044749 49.300747, -123.044523 49.300676, -123.04455 49.30064, -123.04459 49.300585, -123.046531 49.301196, -123.046499 49.30124, -123.04648 49.301266, -123.044989 49.300796, -123.044748 49.300903, -123.044713 49.30087, -123.044245 49.301077, -123.044199 49.301098, -123.044123 49.301025)), ((-123.046277 49.30399, -123.046127 49.304098, -123.046005 49.30442, -123.045903 49.304418, -123.045726 49.304857, -123.045588 49.305125, -123.045514 49.305243, -123.045455 49.305225, -123.045354 49.305349, -123.045204 49.305493, -123.044989 49.30565, -123.044829 49.30575, -123.044668 49.305837, -123.044678 49.305854, -123.044483 49.305933, -123.044269 49.305996, -123.043932 49.306074, -123.043656 49.306125, -123.043411 49.306159, -123.043145 49.306172, -123.042839 49.306176, -123.042625 49.306168, -123.042495 49.306156, -123.042012 49.306125, -123.040679 49.305902, -123.040699 49.30576, -123.040519 49.305705, -123.040519 49.305681, -123.040398 49.305612, -123.040213 49.305492, -123.040033 49.305351, -123.03992 49.305256, -123.039838 49.305154, -123.03976 49.305039, -123.03971 49.304924, -123.039666 49.30474, -123.039646 49.304593, -123.039662 49.304412, -123.039692 49.304264, -123.039754 49.304105, -123.039826 49.303976, -123.039909 49.303871, -123.039971 49.303818, -123.040037 49.303745, -123.039966 49.303718, -123.04004 49.303634, -123.040095 49.303654, -123.040297 49.303425, -123.040493 49.303206, -123.040598 49.303098, -123.041253 49.302548, -123.042124 49.301831, -123.042388 49.301633, -123.042558 49.301524, -123.042819 49.301394, -123.043087 49.301298, -123.043319 49.30124, -123.043319 49.301206, -123.04332 49.30116, -123.043618 49.301142, -123.044181 49.301126, -123.044268 49.301135, -123.044599 49.301174, -123.044786 49.301205, -123.044951 49.301241, -123.04511 49.301285, -123.045306 49.301356, -123.045311 49.301335, -123.045335 49.301277, -123.045436 49.301293, -123.045397 49.30139, -123.045532 49.301447, -123.04568 49.301526, -123.045782 49.301587, -123.045845 49.301533, -123.045993 49.30158, -123.046194 49.301642, -123.048316 49.302295, -123.04683 49.303306, -123.046446 49.303563, -123.046332 49.30364, -123.046292 49.303777, -123.046237 49.303925, -123.046308 49.303948, -123.046277 49.30399)))","City of North Vancouver, British Columbia, Canada"
recreation_ground,,"POLYGON ((-123.045907 49.322862, -123.045083 49.32305, -123.04488 49.322671, -123.044627 49.3222, -123.045452 49.322012, -123.045907 49.322862))","City of North Vancouver, British Columbia, Canada"
industrial,,"POLYGON ((-123.039096 49.305681, -123.038815 49.305273, -123.038778 49.30514, -123.038963 49.304196, -123.039048 49.30333, -123.039044 49.302964, -123.038978 49.302598, -123.038965 49.302339, -123.038963 49.302234, -123.039044 49.302032, -123.039087 49.301858, -123.039198 49.301624, -123.039348 49.301189, -123.039702 49.300135, -123.039775 49.300022, -123.039859 49.299935, -123.039862 49.299818, -123.039898 49.299778, -123.039938 49.29983, -123.039927 49.299981, -123.039853 49.300065, -123.039683 49.300491, -123.039284 49.301561, -123.039145 49.301833, -123.039132 49.302041, -123.039124 49.30223, -123.039182 49.302398, -123.039612 49.302475, -123.039942 49.302487, -123.039952 49.302455, -123.040088 49.302483, -123.040563 49.301213, -123.041051 49.300022, -123.041119 49.300038, -123.041293 49.299746, -123.041392 49.299527, -123.041458 49.299498, -123.04158 49.299518, -123.041794 49.299568, -123.04187 49.299469, -123.042087 49.29954, -123.042012 49.299638, -123.042274 49.299723, -123.042335 49.29976, -123.042351 49.29981, -123.042338 49.299858, -123.042131 49.300124, -123.04211 49.300204, -123.042002 49.300342, -123.042189 49.300404, -123.042412 49.300469, -123.042639 49.300543, -123.04394 49.300941, -123.044162 49.301015, -123.044245 49.301077, -123.044826 49.301159, -123.045405 49.301306, -123.045791 49.301516, -123.045845 49.301533, -123.045993 49.30158, -123.046194 49.301642, -123.04632 49.301464, -123.048756 49.302214, -123.048765 49.302234, -123.048766 49.302256, -123.048758 49.302269, -123.047044 49.303435, -123.04683 49.303306, -123.046446 49.303563, -123.046332 49.30364, -123.046246 49.3037, -123.046196 49.303705, -123.046113 49.303884, -123.046237 49.303925, -123.046308 49.303948, -123.047042 49.304174, -123.047262 49.304241, -123.047527 49.304323, -123.049329 49.303441, -123.049499 49.30336, -123.050407 49.302914, -123.05176 49.303344, -123.051903 49.303146, -123.052214 49.303246, -123.05207 49.303433, -123.054599 49.304215, -123.05482 49.304283, -123.056113 49.304681, -123.055935 49.305897, -123.055933 49.305931, -123.055928 49.306022, -123.055651 49.306069, -123.055665 49.306102, -123.05667 49.305964, -123.056706 49.306072, -123.056837 49.306085, -123.057567 49.305951, -123.058561 49.305841, -123.05901 49.305809, -123.059157 49.305782, -123.060704 49.305577, -123.060759 49.305543, -123.061242 49.30549, -123.061338 49.305448, -123.061649 49.306201, -123.05671 49.306936, -123.052178 49.307737, -123.049715 49.308123, -123.046885 49.308142, -123.044625 49.30814, -123.040743 49.307095, -123.040717 49.306846, -123.040722 49.306377, -123.039913 49.306167, -123.03987 49.306156, -123.039343 49.306009, -123.039096 49.305681))","City of North Vancouver, British Columbia, Canada"
retail,Park and Tilford Shops & Garden,"POLYGON ((-123.043494 49.308143, -123.040645 49.307414, -123.040543 49.310382, -123.042671 49.310399, -123.043543 49.309904, -123.043511 49.308973, -123.043494 49.308143))","City of North Vancouver, British Columbia, Canada"
industrial,,"POLYGON ((-123.061649 49.306201, -123.063469 49.305921, -123.064559 49.305768, -123.065395 49.305757, -123.066201 49.305662, -123.066647 49.30562, -123.067114 49.305624, -123.067428 49.305653, -123.067876 49.305747, -123.068445 49.305916, -123.069392 49.30622, -123.071224 49.306976, -123.073043 49.307825, -123.073619 49.30805, -123.074777 49.308522, -123.076041 49.308788, -123.076867 49.309184, -123.077399 49.308654, -123.077515 49.308553, -123.077919 49.30847, -123.078037 49.308358, -123.078068 49.308159, -123.077194 49.307825, -123.077712 49.307315, -123.078709 49.306347, -123.078783 49.306266, -123.078783 49.306244, -123.078611 49.306173, -123.077006 49.307752, -123.0767 49.30754, -123.076516 49.307501, -123.076271 49.307501, -123.076061 49.307452, -123.075901 49.307354, -123.076075 49.307182, -123.075975 49.307139, -123.076059 49.307062, -123.075786 49.306943, -123.075712 49.307012, -123.075441 49.306903, -123.075015 49.307015, -123.076374 49.305695, -123.076238 49.305629, -123.075948 49.305925, -123.075819 49.305875, -123.075775 49.305914, -123.07562 49.306029, -123.074822 49.306861, -123.074644 49.306835, -123.074622 49.306788, -123.07421 49.306608, -123.074277 49.306441, -123.074245 49.306303, -123.074159 49.306169, -123.07113 49.304832, -123.070546 49.304865, -123.069685 49.304812, -123.069464 49.304839, -123.069106 49.304846, -123.068831 49.304895, -123.067898 49.30492, -123.067388 49.304962, -123.06723 49.304901, -123.067221 49.304708, -123.06717 49.304665, -123.064763 49.30482, -123.064756 49.304894, -123.064568 49.305026, -123.063987 49.305052, -123.063314 49.305047, -123.062879 49.305068, -123.062404 49.305189, -123.06227 49.305198, -123.062122 49.305225, -123.061761 49.30541, -123.061338 49.305448, -123.061649 49.306201))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.042919 49.318547, -123.042866 49.318642, -123.04277 49.318666, -123.042667 49.318645, -123.042644 49.318586, -123.042737 49.318509, -123.042027 49.318326, -123.04197 49.318434, -123.0419 49.318456, -123.041835 49.318443, -123.041772 49.318404, -123.041765 49.318363, -123.041795 49.318282, -123.041164 49.318133, -123.04096 49.318071, -123.040425 49.317699, -123.040024 49.317366, -123.040068 49.316222, -123.03993 49.315984, -123.039928 49.315968, -123.039902 49.315488, -123.040136 49.314758, -123.040305 49.31413, -123.042168 49.313357, -123.056508 49.3136, -123.056432 49.315505, -123.056453 49.316311, -123.05642 49.317369, -123.056419 49.317655, -123.056344 49.317787, -123.056348 49.319331, -123.056125 49.325975, -123.056079 49.326371, -123.055994 49.326651, -123.055849 49.326941, -123.055641 49.327265, -123.055456 49.327469, -123.055239 49.327728, -123.055159 49.327736, -123.055045 49.327747, -123.054926 49.327722, -123.054793 49.327624, -123.054717 49.327555, -123.054721 49.327444, -123.054756 49.326999, -123.054732 49.325612, -123.05472 49.32492, -123.050796 49.324913, -123.050713 49.324909, -123.050708 49.324815, -123.050715 49.324427, -123.046317 49.324375, -123.046265 49.323999, -123.04627 49.32211, -123.046361 49.320698, -123.047185 49.320656, -123.047188 49.320614, -123.047222 49.319756, -123.047217 49.319597, -123.047248 49.319201, -123.047948 49.319215, -123.047945 49.319017, -123.047949 49.31887, -123.047958 49.318733, -123.047909 49.318169, -123.047641 49.318156, -123.047204 49.318045, -123.04702 49.317879, -123.045813 49.318405, -123.04563 49.318458, -123.045351 49.318506, -123.045133 49.318547, -123.044972 49.318577, -123.044838 49.318601, -123.044554 49.318417, -123.044172 49.318591, -123.043871 49.31866, -123.043332 49.31861, -123.042919 49.318547))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.040951 49.32171, -123.041357 49.321528, -123.044127 49.32464, -123.044552 49.32507, -123.045289 49.325499, -123.046127 49.325953, -123.04635 49.326078, -123.046069 49.326336, -123.046162 49.326466, -123.046387 49.326421, -123.046724 49.326438, -123.047053 49.326479, -123.047395 49.326581, -123.047632 49.32671, -123.047742 49.326811, -123.047747 49.326964, -123.047595 49.327048, -123.047535 49.327275, -123.048061 49.327278, -123.048051 49.327457, -123.048108 49.327448, -123.04853 49.327231, -123.049674 49.327314, -123.050052 49.327396, -123.050424 49.327398, -123.050499 49.327563, -123.050523 49.328376, -123.050454 49.330409, -123.048429 49.331481, -123.046922 49.330407, -123.04526 49.329158, -123.044624 49.328972, -123.045352 49.328426, -123.045498 49.327164, -123.043055 49.327247, -123.042969 49.327907, -123.042477 49.327724, -123.041374 49.327314, -123.040872 49.326994, -123.041031 49.326005, -123.041305 49.325789, -123.042051 49.325996, -123.043012 49.325303, -123.04194 49.324012, -123.0411 49.324163, -123.040887 49.324028, -123.040951 49.32171))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.051307 49.335115, -123.05303 49.335096, -123.053011 49.335458, -123.051304 49.335437, -123.051307 49.335115))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.113383 49.327169, -123.111537 49.327026, -123.111177 49.326915, -123.110936 49.326618, -123.11019 49.326366, -123.109889 49.326338, -123.109846 49.326227, -123.109529 49.325975, -123.108327 49.325583, -123.107308 49.325252, -123.107031 49.325158, -123.106971 49.324856, -123.106645 49.324816, -123.100962 49.324774, -123.100875 49.32483, -123.100624 49.32514, -123.100568 49.325258, -123.100607 49.325474, -123.100675 49.325781, -123.100693 49.32657, -123.100546 49.326565, -123.100514 49.326587, -123.100475 49.326613, -123.100442 49.326635, -123.100019 49.326638, -123.099984 49.326725, -123.099921 49.327005, -123.099844 49.327026, -123.09982 49.327111, -123.099883 49.327143, -123.09994 49.327177, -123.099929 49.327488, -123.099968 49.327487, -123.099963 49.327562, -123.100015 49.327562, -123.100017 49.327657, -123.100093 49.327659, -123.100087 49.327794, -123.100202 49.327797, -123.100193 49.327919, -123.100513 49.327924, -123.100497 49.328205, -123.100694 49.328214, -123.100693 49.328355, -123.100847 49.328361, -123.100844 49.328523, -123.101353 49.328527, -123.101371 49.328598, -123.101459 49.328587, -123.1015 49.328604, -123.101346 49.328695, -123.101278 49.328874, -123.10126 49.329004, -123.101158 49.329003, -123.101179 49.329165, -123.101184 49.3293, -123.101143 49.329379, -123.101064 49.329378, -123.101078 49.32954, -123.101171 49.329569, -123.10117 49.329803, -123.101813 49.329815, -123.101898 49.329821, -123.101814 49.330938, -123.101523 49.331108, -123.101577 49.331902, -123.102358 49.332226, -123.104899 49.33237, -123.10885 49.332346, -123.111838 49.33238, -123.113566 49.332231, -123.114737 49.332081, -123.115082 49.331258, -123.116613 49.331093, -123.116674 49.329921, -123.114806 49.329866, -123.11482 49.329602, -123.114971 49.329623, -123.116004 49.329582, -123.116069 49.329458, -123.116098 49.329296, -123.116083 49.327999, -123.116086 49.327362, -123.11564 49.327161, -123.115254 49.327234, -123.114365 49.327257, -123.114087 49.327258, -123.113383 49.327169))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.04939 49.320872, -123.049393 49.320956, -123.04962 49.320953, -123.049617 49.320869, -123.04939 49.320872))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.046669 49.320915, -123.046671 49.320832, -123.046898 49.320834, -123.046896 49.320917, -123.046669 49.320915))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.0485 49.320946, -123.048498 49.320854, -123.048292 49.320855, -123.048294 49.320947, -123.0485 49.320946))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.047678 49.320926, -123.047677 49.320831, -123.047455 49.320832, -123.047456 49.320927, -123.047678 49.320926))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.049059 49.320952, -123.049059 49.320862, -123.048851 49.320863, -123.048852 49.320952, -123.049059 49.320952))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.047164 49.320914, -123.047162 49.320832, -123.046935 49.320834, -123.046937 49.320917, -123.047164 49.320914))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.04932 49.320859, -123.049108 49.320859, -123.049108 49.320948, -123.04932 49.320947, -123.04932 49.320859))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.046648 49.320928, -123.046649 49.320832, -123.046436 49.320832, -123.046436 49.320985, -123.046554 49.320985, -123.046554 49.320927, -123.046648 49.320928))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.049892 49.320965, -123.04989 49.320864, -123.049714 49.320866, -123.049717 49.320967, -123.049892 49.320965))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.0477 49.320833, -123.047697 49.320928, -123.047962 49.320932, -123.047965 49.320829, -123.047839 49.320827, -123.047839 49.320818, -123.047783 49.320817, -123.047782 49.320834, -123.0477 49.320833))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048779 49.320865, -123.048731 49.320865, -123.048731 49.320845, -123.048596 49.320845, -123.048596 49.320861, -123.048529 49.320861, -123.048529 49.320988, -123.048546 49.320988, -123.048546 49.321008, -123.048736 49.321008, -123.048736 49.320993, -123.048779 49.320993, -123.048779 49.320865))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.047187 49.320815, -123.04719 49.32089, -123.047227 49.320887, -123.047232 49.321004, -123.047318 49.321004, -123.047321 49.32098, -123.047402 49.32098, -123.047402 49.32092, -123.047428 49.32092, -123.047434 49.320817, -123.047187 49.320815))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048214 49.320947, -123.048218 49.320851, -123.048153 49.32085, -123.048153 49.320839, -123.048009 49.320836, -123.048006 49.320894, -123.047978 49.320893, -123.047975 49.320966, -123.048128 49.320969, -123.048129 49.320946, -123.048214 49.320947))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.049334 49.321569, -123.049337 49.321527, -123.049307 49.321527, -123.049305 49.321474, -123.049251 49.321474, -123.049254 49.321464, -123.049136 49.321462, -123.049137 49.321475, -123.049118 49.321475, -123.049114 49.321607, -123.049192 49.321607, -123.049194 49.321622, -123.049299 49.321623, -123.049302 49.321569, -123.049334 49.321569))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.04957 49.321574, -123.049407 49.321569, -123.049401 49.32166, -123.049565 49.321663, -123.04957 49.321574))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048216 49.321522, -123.048213 49.321611, -123.048159 49.321612, -123.048159 49.321647, -123.048108 49.321646, -123.048111 49.32152, -123.048216 49.321522))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.047687 49.321649, -123.047687 49.321522, -123.047923 49.321522, -123.047921 49.321656, -123.047872 49.321656, -123.047805 49.321672, -123.047746 49.321654, -123.047687 49.321649))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.04706 49.321474, -123.04706 49.321646, -123.047186 49.321646, -123.047186 49.321478, -123.04706 49.321474))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.046641 49.321527, -123.046642 49.321639, -123.04656 49.321639, -123.04656 49.321647, -123.046511 49.321647, -123.04651 49.321639, -123.046438 49.321639, -123.046416 49.321628, -123.046411 49.321604, -123.046411 49.321469, -123.046521 49.321471, -123.046526 49.321528, -123.046641 49.321527))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048358 49.321488, -123.048358 49.321654, -123.048234 49.321651, -123.048234 49.321506, -123.048266 49.321508, -123.048269 49.321455, -123.048353 49.321452, -123.048358 49.321488))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.04809 49.321488, -123.048087 49.321647, -123.04795 49.321646, -123.047953 49.321504, -123.047981 49.321505, -123.047977 49.321485, -123.04809 49.321488))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048498 49.321494, -123.048495 49.321654, -123.048371 49.321651, -123.048374 49.321513, -123.048398 49.321513, -123.048401 49.321494, -123.048498 49.321494))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.047663 49.321555, -123.047655 49.321653, -123.047559 49.321654, -123.047553 49.321635, -123.047481 49.321635, -123.047481 49.321597, -123.047438 49.321598, -123.047436 49.321508, -123.04754 49.321509, -123.047543 49.321536, -123.047666 49.321539, -123.047663 49.321555))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048763 49.321548, -123.048766 49.321646, -123.048591 49.321646, -123.048591 49.32155, -123.048763 49.321548))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.047044 49.321471, -123.047038 49.321651, -123.046907 49.321649, -123.046908 49.321471, -123.047044 49.321471))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.04987 49.321518, -123.049777 49.32152, -123.049776 49.321496, -123.049641 49.321498, -123.049644 49.32161, -123.049747 49.321612, -123.049755 49.321666, -123.049876 49.321668, -123.04987 49.321518))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048642 49.321118, -123.048518 49.321117, -123.048517 49.321192, -123.04864 49.321193, -123.048642 49.321118))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048989 49.321543, -123.048986 49.321649, -123.04891 49.321649, -123.048912 49.321658, -123.0488 49.321656, -123.048799 49.321543, -123.048989 49.321543))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.047414 49.321502, -123.047414 49.3216, -123.047282 49.321602, -123.047282 49.32164, -123.047207 49.32164, -123.04721 49.321453, -123.047312 49.321453, -123.047312 49.321506, -123.047414 49.321502))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.046864 49.321551, -123.046864 49.321635, -123.046763 49.321637, -123.046763 49.32163, -123.046695 49.32163, -123.046695 49.321532, -123.046781 49.321532, -123.046784 49.321553, -123.046864 49.321551))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050461 49.321652, -123.050459 49.32173, -123.050213 49.321728, -123.05021 49.32171, -123.050174 49.321711, -123.050174 49.32166, -123.050213 49.32166, -123.05021 49.32165, -123.050461 49.321652))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050146 49.321155, -123.050031 49.321155, -123.05003 49.321223, -123.050145 49.321223, -123.050146 49.321155))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050465 49.321109, -123.050303 49.321108, -123.050302 49.321223, -123.050464 49.321223, -123.050465 49.321109))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.05013 49.321003, -123.050018 49.321003, -123.050018 49.321074, -123.05013 49.321074, -123.05013 49.321003))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050446 49.321251, -123.050303 49.32125, -123.0503 49.321362, -123.050471 49.321364, -123.050472 49.321306, -123.050445 49.321306, -123.050446 49.321251))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050255 49.321479, -123.050253 49.321549, -123.050484 49.321551, -123.050486 49.321482, -123.050255 49.321479))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.05049 49.321566, -123.050246 49.321566, -123.050249 49.321577, -123.050198 49.321578, -123.050197 49.321635, -123.050466 49.321637, -123.050468 49.321625, -123.050486 49.321624, -123.05049 49.321566))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050136 49.320853, -123.050134 49.320928, -123.050019 49.320927, -123.050021 49.320852, -123.050136 49.320853))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050113 49.321636, -123.050111 49.321576, -123.050013 49.321578, -123.050015 49.321638, -123.050113 49.321636))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050492 49.320947, -123.050359 49.320947, -123.050359 49.321045, -123.050466 49.321045, -123.050466 49.321023, -123.050492 49.321023, -123.050492 49.320947))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.0505 49.320796, -123.05034 49.320795, -123.050338 49.320815, -123.050213 49.320814, -123.050216 49.320916, -123.050445 49.320919, -123.050447 49.320867, -123.050474 49.320868, -123.050476 49.320856, -123.0505 49.320857, -123.0505 49.320796))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050114 49.321532, -123.050112 49.32147, -123.050012 49.321471, -123.050014 49.321533, -123.050114 49.321532))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.05048 49.321461, -123.050268 49.321458, -123.050271 49.321387, -123.050482 49.32139, -123.05048 49.321461))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.047674 49.322138, -123.047666 49.321963, -123.0476 49.321963, -123.047599 49.32197, -123.047571 49.321971, -123.047572 49.32196, -123.047461 49.32196, -123.047466 49.322061, -123.047487 49.322059, -123.047489 49.322077, -123.04755 49.322077, -123.04755 49.322101, -123.047571 49.322101, -123.047568 49.322137, -123.047674 49.322138))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.046744 49.321934, -123.046745 49.321947, -123.046675 49.321947, -123.046677 49.32205, -123.046846 49.322048, -123.046845 49.321997, -123.046876 49.321996, -123.046875 49.321933, -123.046744 49.321934))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.046615 49.321936, -123.046439 49.321937, -123.04644 49.322058, -123.046537 49.322058, -123.046537 49.32205, -123.046616 49.322049, -123.046615 49.321936))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.047236 49.321993, -123.047236 49.321977, -123.047124 49.321977, -123.047129 49.32207, -123.047185 49.322071, -123.047182 49.322097, -123.047311 49.322096, -123.047308 49.321993, -123.047236 49.321993))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.047914 49.322059, -123.047916 49.32197, -123.047783 49.32197, -123.047784 49.321962, -123.047707 49.321964, -123.047707 49.322088, -123.047815 49.322088, -123.047816 49.32206, -123.047914 49.322059))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.047954 49.322076, -123.047954 49.321962, -123.04819 49.321962, -123.04819 49.322044, -123.048023 49.322044, -123.048023 49.322076, -123.047954 49.322076))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048184 49.322203, -123.048057 49.322203, -123.048057 49.322276, -123.048184 49.322276, -123.048184 49.322203))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050259 49.322163, -123.050259 49.322281, -123.050471 49.322283, -123.050472 49.322209, -123.050454 49.322209, -123.050452 49.322165, -123.050259 49.322163))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.049509 49.322065, -123.049508 49.321974, -123.049361 49.321975, -123.049362 49.322066, -123.049509 49.322065))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048397 49.322087, -123.048398 49.321964, -123.04826 49.321963, -123.048259 49.322042, -123.048318 49.322042, -123.048317 49.322086, -123.048397 49.322087))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048967 49.321969, -123.048832 49.321969, -123.048833 49.3221, -123.048967 49.3221, -123.048967 49.321969))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048486 49.321957, -123.048486 49.322077, -123.048627 49.32208, -123.048628 49.321993, -123.048585 49.321992, -123.048585 49.321959, -123.048486 49.321957))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.05 49.321976, -123.049876 49.321977, -123.049877 49.322079, -123.050001 49.322079, -123.05 49.321976))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050186 49.322302, -123.050188 49.322233, -123.050154 49.322233, -123.050154 49.322226, -123.05009 49.322226, -123.050089 49.32223, -123.050056 49.32223, -123.050058 49.322301, -123.050186 49.322302))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.049677 49.321971, -123.049539 49.321972, -123.04954 49.322076, -123.049607 49.322076, -123.049607 49.322086, -123.049678 49.322086, -123.049677 49.321971))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.04986 49.321954, -123.049709 49.321954, -123.049708 49.322081, -123.049732 49.322081, -123.049732 49.322144, -123.049859 49.322144, -123.04986 49.321954))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.049156 49.322175, -123.049157 49.321952, -123.049012 49.321952, -123.049012 49.322175, -123.049156 49.322175))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.050385 49.321972, -123.050385 49.321951, -123.050506 49.321951, -123.050506 49.322009, -123.050548 49.322009, -123.050548 49.322074, -123.050312 49.322074, -123.050312 49.32202, -123.050302 49.32202, -123.050302 49.321972, -123.050385 49.321972))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.048653 49.322057, -123.048654 49.321949, -123.0488 49.32195, -123.048799 49.322058, -123.048653 49.322057))","City of North Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.049183 49.321951, -123.049182 49.322108, -123.049338 49.322108, -123.049339 49.321983, -123.049279 49.321983, -123.049279 49.321952, -123.049183 49.321951))","City of North Vancouver, British Columbia, Canada"
